city,timestamp,rain_mm
Paris,2025-01-01 00:00:00,0.0
Paris,2025-01-01 01:00:00,0.0
Paris,2025-01-01 02:00:00,0.0
Paris,2025-01-01 03:00:00,8.67800450858139
Paris,2025-01-01 04:00:00,1.481969405599402
Paris,2025-01-01 05:00:00,0.0
Paris,2025-01-01 06:00:00,4.053490222409594
Paris,2025-01-01 07:00:00,14.13205059234515
Paris,2025-01-01 08:00:00,0.0
Paris,2025-01-01 09:00:00,1.7699373472397877
Paris,2025-01-01 10:00:00,9.293479631696629
Paris,2025-01-01 11:00:00,0.0
Paris,2025-01-01 12:00:00,3.797260083014944
Paris,2025-01-01 13:00:00,0.0
Paris,2025-01-01 14:00:00,7.531209338514807
Paris,2025-01-01 15:00:00,1.6682430450499979
Paris,2025-01-01 16:00:00,6.952116376883474
Paris,2025-01-01 17:00:00,0.0
Paris,2025-01-01 18:00:00,5.4655205171628065
Paris,2025-01-01 19:00:00,0.0
Paris,2025-01-01 20:00:00,19.506565397906186
Paris,2025-01-01 21:00:00,0.0
Paris,2025-01-01 22:00:00,0.0
Paris,2025-01-01 23:00:00,0.0
Paris,2025-01-02 00:00:00,0.0
Paris,2025-01-02 01:00:00,0.0
Paris,2025-01-02 02:00:00,0.0
Paris,2025-01-02 03:00:00,3.978737314256658
Paris,2025-01-02 04:00:00,0.5469099049385828
Paris,2025-01-02 05:00:00,0.0
Paris,2025-01-02 06:00:00,0.0
Paris,2025-01-02 07:00:00,0.0
Paris,2025-01-02 08:00:00,0.0
Paris,2025-01-02 09:00:00,6.761065912634873
Paris,2025-01-02 10:00:00,0.0
Paris,2025-01-02 11:00:00,0.0
Paris,2025-01-02 12:00:00,3.1292685102496796
Paris,2025-01-02 13:00:00,0.0
Paris,2025-01-02 14:00:00,0.0
Paris,2025-01-02 15:00:00,0.45653873118454835
Paris,2025-01-02 16:00:00,3.5605869130668317
Paris,2025-01-02 17:00:00,0.0
Paris,2025-01-02 18:00:00,0.0
Paris,2025-01-02 19:00:00,13.748965249603643
Paris,2025-01-02 20:00:00,0.0
Paris,2025-01-02 21:00:00,4.741518029180908
Paris,2025-01-02 22:00:00,17.536248070736825
Paris,2025-01-02 23:00:00,0.0
Paris,2025-01-03 00:00:00,0.0
Paris,2025-01-03 01:00:00,2.836180823705445
Paris,2025-01-03 02:00:00,0.0
Paris,2025-01-03 03:00:00,5.564875436707695
Paris,2025-01-03 04:00:00,0.0
Paris,2025-01-03 05:00:00,0.0
Paris,2025-01-03 06:00:00,0.0
Paris,2025-01-03 07:00:00,0.0
Paris,2025-01-03 08:00:00,0.0
Paris,2025-01-03 09:00:00,0.0
Paris,2025-01-03 10:00:00,0.0
Paris,2025-01-03 11:00:00,2.9585069489760825
Paris,2025-01-03 12:00:00,13.754957089441803
Paris,2025-01-03 13:00:00,0.0
Paris,2025-01-03 14:00:00,6.125743234212068
Paris,2025-01-03 15:00:00,10.131423202151264
Paris,2025-01-03 16:00:00,10.441167520386255
Paris,2025-01-03 17:00:00,7.643228534340636
Paris,2025-01-03 18:00:00,10.747227681706635
Paris,2025-01-03 19:00:00,0.0
Paris,2025-01-03 20:00:00,15.235747463259788
Paris,2025-01-03 21:00:00,0.0
Paris,2025-01-03 22:00:00,0.0
Paris,2025-01-03 23:00:00,0.0
Paris,2025-01-04 00:00:00,0.0
Paris,2025-01-04 01:00:00,0.0
Paris,2025-01-04 02:00:00,5.236777437903875
Paris,2025-01-04 03:00:00,0.0
Paris,2025-01-04 04:00:00,18.903735201070255
Paris,2025-01-04 05:00:00,0.0
Paris,2025-01-04 06:00:00,0.0
Paris,2025-01-04 07:00:00,0.0
Paris,2025-01-04 08:00:00,0.0
Paris,2025-01-04 09:00:00,0.0
Paris,2025-01-04 10:00:00,0.0
Paris,2025-01-04 11:00:00,0.0
Paris,2025-01-04 12:00:00,0.0
Paris,2025-01-04 13:00:00,19.862245337351233
Paris,2025-01-04 14:00:00,0.0
Paris,2025-01-04 15:00:00,0.0
Paris,2025-01-04 16:00:00,0.0
Paris,2025-01-04 17:00:00,3.455182745514009
Paris,2025-01-04 18:00:00,0.0
Paris,2025-01-04 19:00:00,9.114460842186613
Paris,2025-01-04 20:00:00,8.631340346857916
Paris,2025-01-04 21:00:00,0.0
Paris,2025-01-04 22:00:00,0.0
Paris,2025-01-04 23:00:00,9.331658808607038
Paris,2025-01-05 00:00:00,0.0
Paris,2025-01-05 01:00:00,0.0
Paris,2025-01-05 02:00:00,0.0
Paris,2025-01-05 03:00:00,4.937653033643228
Paris,2025-01-05 04:00:00,0.0
Paris,2025-01-05 05:00:00,0.0
Paris,2025-01-05 06:00:00,0.0
Paris,2025-01-05 07:00:00,18.422768042125732
Paris,2025-01-05 08:00:00,2.3965964829953545
Paris,2025-01-05 09:00:00,0.0
Paris,2025-01-05 10:00:00,0.0
Paris,2025-01-05 11:00:00,0.0
Paris,2025-01-05 12:00:00,9.066376035559088
Paris,2025-01-05 13:00:00,19.966402002368312
Paris,2025-01-05 14:00:00,0.0
Paris,2025-01-05 15:00:00,4.729352076423897
Paris,2025-01-05 16:00:00,1.3120056985416686
Paris,2025-01-05 17:00:00,0.0
Paris,2025-01-05 18:00:00,0.0
Paris,2025-01-05 19:00:00,16.065684598164292
Paris,2025-01-05 20:00:00,0.0
Paris,2025-01-05 21:00:00,0.0
Paris,2025-01-05 22:00:00,0.0
Paris,2025-01-05 23:00:00,0.0
Paris,2025-01-06 00:00:00,0.0
Paris,2025-01-06 01:00:00,0.0
Paris,2025-01-06 02:00:00,0.0
Paris,2025-01-06 03:00:00,2.648801155448768
Paris,2025-01-06 04:00:00,7.764015125484683
Paris,2025-01-06 05:00:00,0.0
Paris,2025-01-06 06:00:00,7.023379502399861
Paris,2025-01-06 07:00:00,0.0
Paris,2025-01-06 08:00:00,0.0
Paris,2025-01-06 09:00:00,3.139516801631977
Paris,2025-01-06 10:00:00,1.1435243913936628
Paris,2025-01-06 11:00:00,0.0
Paris,2025-01-06 12:00:00,0.0
Paris,2025-01-06 13:00:00,0.0
Paris,2025-01-06 14:00:00,0.0
Paris,2025-01-06 15:00:00,0.0
Paris,2025-01-06 16:00:00,0.0
Paris,2025-01-06 17:00:00,6.747794780446268
Paris,2025-01-06 18:00:00,0.0
Paris,2025-01-06 19:00:00,2.0430596333742237
Paris,2025-01-06 20:00:00,0.0
Paris,2025-01-06 21:00:00,9.748107912051633
Paris,2025-01-06 22:00:00,0.0
Paris,2025-01-06 23:00:00,7.465660302466896
Paris,2025-01-07 00:00:00,0.0
Paris,2025-01-07 01:00:00,0.0
Paris,2025-01-07 02:00:00,14.931254758988768
Paris,2025-01-07 03:00:00,0.0
Paris,2025-01-07 04:00:00,0.0
Paris,2025-01-07 05:00:00,0.0
Paris,2025-01-07 06:00:00,0.0
Paris,2025-01-07 07:00:00,0.0
Paris,2025-01-07 08:00:00,0.0
Paris,2025-01-07 09:00:00,0.0
Paris,2025-01-07 10:00:00,0.0
